基金代码	基金名称	开始日期	类型
519121	浦银安盛6个月定期债券	2013-05-16	债券基金
519123	浦银安盛季季添利债券	2013-06-14	债券基金
519125	浦银安盛消费升级混合	2013-12-05	混合式基金
519126	浦银新经济	2014-05-20	混合式基金
519127	浦银安盛盛世精选混合	2014-06-26	混合式基金
519128	浦银安盛月月盈定期支付债券	2014-12-05	债券基金
519131	海富通季季	2014-08-19	货币基金
519132	海富通东财大数据混合	2016-01-29	混合式基金
519133	海富通改革驱动混合	2016-04-28	混合式基金
519134	海富通富祥混合	2016-07-27	混合式基金
519135	海富通瑞益债券	2016-08-03	债券基金
519136	海富通瑞丰一年定开债券	2016-08-15	债券基金
519137	海富通瑞福一年定开债券	2017-07-28	债券基金
519138	海富通瑞祥一年定开债券	2017-07-28	债券基金
519139	海富通沪港深混合	2016-11-11	混合式基金
519150	新华优选消费	2012-06-13	混合式基金
519152	新华纯债添利债券	2012-12-21	债券基金
519156	新华行业灵活配置混合	2013-06-05	混合式基金
519158	新华趋势	2013-09-11	混合式基金
519160	新华安享惠定期开放债券	2013-11-13	债券基金
519162	新华信用增益债券	2013-12-05	债券基金
519165	新华鑫利灵活	2014-04-23	混合式基金
519167	新华精选	2014-06-18	股票基金
519170	浦银增长动力	2015-03-12	混合式基金
519171	浦银医疗	2015-05-25	混合式基金
519172	浦银安盛睿智精选混合	2016-02-03	混合式基金
519175	浦银崛起	2017-02-07	混合式基金
519180	万家 180	2003-03-15	股票基金
519181	万家和谐	2006-11-30	混合式基金
519183	万家引擎	2008-06-27	混合式基金
519185	万家精选	2009-05-18	混合式基金
519186	万家稳健增利债券	2009-08-12	债券基金
519188	万家信用恒利债券	2012-09-21	债券基金
519190	万家双利	2013-03-06	债券基金
519191	万家新利	2014-01-24	混合式基金
519192	万家市政	2013-11-27	债券基金
519193	万家消费成长	2017-02-23	股票基金
519195	万家品质生活	2015-08-06	混合式基金
519196	万家新兴蓝筹	2016-01-26	混合式基金
519197	万家颐达保本	2016-06-02	混合式基金
519198	万家颐和保本	2016-06-23	混合式基金
519199	万家家享纯债	2016-11-01	债券基金
519206	万家年年恒荣	2016-11-15	债券基金
519208	万家年年恒祥	2016-09-18	债券基金
519210	万家恒景18个月	2016-12-13	债券基金
519212	万家宏观择时	2017-03-30	混合式基金
519220	海富通聚利债券	2016-09-22	债券基金
519225	海富通集利债券	2016-09-29	债券基金
519226	海富通瑞利债券	2017-02-16	债券基金
519227	海富通欣盛定开混合	2017-03-16	混合式基金
519230	海富通富源债券	2017-03-17	债券基金
519300	大成沪深300指数	2006-04-06	股票基金
519320	浦银安盛幸福聚利定期开放债券	2016-05-04	债券基金
519322	浦银安盛盛元纯债债券	2016-07-22	债券基金
519324	浦银安盛盛鑫定开债券	2016-07-07	债券基金
519326	浦银安盛幸福聚益定开债券	2016-11-17	债券基金
519328	浦银安盛盛泰纯债债券	2016-11-11	债券基金
519330	浦银安盛盛跃纯债债券	2017-03-21	债券基金
519332	浦银安盛盛达纯债债券	2016-12-19	债券基金
519334	浦银安盛盛勤纯债债券	2017-04-19	债券基金
519505	海富通货币	2005-01-04	货币基金
519509	浦银安盛货币	2011-03-09	货币基金
519511	万家日日薪	2013-01-15	货币基金
519528	海富通现金管理货币	2013-03-14	货币基金
519566	浦银安盛日日盈货币	2014-03-25	货币基金
519588	交银货币	2006-01-20	货币基金
519601	海富通中国海外混合(QDII)	2008-06-27	混合式基金
519602	海富通大中华混合(QDII)	2011-01-27	混合式基金
519606	国泰金鑫	2014-09-15	股票基金
519610	银河旺利混合	2016-05-13	混合式基金
519613	银河君尚混合	2016-08-17	混合式基金
519616	银河君信混合	2016-09-07	混合式基金
519619	银河君荣混合	2016-09-05	混合式基金
519622	银河君怡债券	2016-12-27	债券基金
519623	银河君耀混合	2016-11-18	混合式基金
519625	银河君盛混合	2016-12-09	混合式基金
519627	银河君润混合	2016-12-27	混合式基金
519629	银河睿利混合	2016-12-29	混合式基金
519631	银河君欣债券	2017-03-02	债券基金
519632	银河君辉3个月定开发起式	2017-04-20	债券基金
519633	银河君腾混合	2017-03-02	混合式基金
519640	银河鸿利混合	2015-06-19	混合式基金
519642	银河智造混合	2016-03-11	混合式基金
519644	银河智联混合	2015-12-17	混合式基金
519652	银河鑫利混合	2015-04-22	混合式基金
519675	银河泰利纯债债券	2014-08-06	债券基金
519649	银河犇利混合	2017-03-10	混合式基金
519651	银河转型	2015-05-12	混合式基金
519654	银河丰利	2015-04-09	债券基金
519655	银河服务混合	2015-04-22	混合式基金
519656	银河灵活配置混合	2014-02-11	混合式基金
519660	银河增利债券	2013-07-17	债券基金
519662	银河岁岁回报债券	2013-08-09	债券基金
519664	银河美丽混合	2014-05-30	混合式基金
519668	银河成长	2008-05-26	混合式基金
519669	银河领先	2012-11-29	债券基金
519670	银河优选	2009-04-24	混合式基金
519671	300价值	2009-12-28	股票基金
519672	银河精选	2010-07-16	混合式基金
519673	银河康乐股票	2014-11-18	股票基金
519674	银河创新	2010-12-29	混合式基金
519676	银河强化收益	2011-05-31	债券基金
519677	银河定投宝	2014-03-14	股票基金
519678	银河消费	2011-07-29	混合式基金
519679	银河主题	2012-09-21	混合式基金
519680	交银增利债券	2008-03-31	债券基金
519683	交银双利债券	2011-09-26	债券基金
519686	交银治理	2009-09-29	联接基金
519688	交银精选	2005-09-29	混合式基金
519690	交银稳健配置混合	2006-06-24	混合式基金
519692	交银成长混合	2006-10-23	混合式基金
519694	交银蓝筹	2007-08-08	混合式基金
519696	交银环球	2008-08-22	混合式基金
519697	交银优势	2009-01-21	混合式基金
519698	交银先锋	2009-04-10	混合式基金
519700	交银主题	2010-06-30	混合式基金
519702	交银趋势	2010-12-22	混合式基金
519704	交银制造	2011-06-22	混合式基金
519706	深价值联接	2011-09-28	联接基金
519709	交银全球	2012-05-22	混合式基金
519710	交银策略	2012-06-20	混合式基金
519712	交银阿尔法	2012-08-03	混合式基金
519714	交银消费	2012-11-07	股票基金
519716	交银理财21天债券	2012-11-05	货币基金
519718	交银纯债债券发起	2012-12-19	债券基金
519721	交银理财60天债券	2013-03-13	货币基金
519723	交银双轮动	2013-04-18	债券基金
519726	交银保本	2013-04-24	混合式基金
519727	交银成长30	2013-06-05	混合式基金
519729	交银增强收益	2013-12-25	债券基金
519730	交银定期支付月月丰债券	2013-08-13	债券基金
519732	交银双息	2013-09-04	混合式基金
519733	交银强化回报债券	2014-01-28	债券基金
519736	交银新成长	2014-05-09	混合式基金
519738	交银周期回报灵活配置混合	2014-05-21	混合式基金
519743	交银丰润收益债券	2014-12-15	债券基金
519752	交银新回报灵活配置混合	2015-05-15	混合式基金
519753	交银安心收益债券	2015-05-29	债券基金
519755	交银多策略回报灵活配置混合	2015-06-02	混合式基金
519756	交银国企改革	2015-06-10	混合式基金
519758	交银丰硕C	2015-11-09	债券基金
519762	交银裕通纯债债券	2015-12-29	债券基金
519764	交银卓越回报灵活配置混合	2016-02-17	混合式基金
519766	交银荣鑫灵活配置混合	2016-03-25	混合式基金
519767	交银科技创新灵活配置混合	2016-05-05	混合式基金
519768	交银优选回报灵活配置混合	2016-04-22	混合式基金
519770	交银优择回报灵活配置混合	2016-04-22	混合式基金
519772	交银新生活力灵活配置混合	2016-11-11	混合式基金
519773	交银数据产业灵活配置混合	2016-08-16	混合式基金
519774	交银裕兴纯债债券	2016-09-07	债券基金
519776	交银裕盈纯债债券	2016-11-04	债券基金
519778	交银经济新动力混合	2016-10-20	混合式基金
519779	交银沪港深价值精选混合	2016-11-07	混合式基金
519781	交银领先回报灵活配置混合	2016-09-13	混合式基金
519782	交银裕隆纯债债券	2016-11-28	债券基金
519784	交银境尚收益债券	2017-03-03	债券基金
519786	交银裕利纯债债券	2016-11-23	债券基金
519800	华夏保证金货币	2013-02-04	货币基金
519808	嘉实宝	2013-12-11	货币基金
519858	广发现金宝场内货币	2013-12-02	货币基金
519878	国寿安保场内实时申赎货币	2014-10-20	货币基金
519886	安心利	2013-03-27	货币基金
519888	汇添富收益快线货币	2012-12-21	货币基金
519898	大成现金宝货币	2013-03-27	货币基金
519908	华夏兴华混合	2013-04-12	混合式基金
519909	华安安顺混合	2014-05-12	混合式基金
519915	富国消费	2014-12-12	混合式基金
519918	华夏兴和	2014-05-30	混合式基金
519929	长信电子	2016-07-27	混合式基金
519931	长信上证港股通指数	2016-12-15	股票基金
519933	长信利发债	2016-06-28	债券基金
519935	长信创新驱动	2016-09-29	股票基金
519937	长信先锐债券	2016-06-02	债券基金
519939	长信海外收益一年定开债	2016-05-17	债券基金
519941	长信富全纯债一年定开债券	2016-03-09	债券基金
519943	长信富泰一年定开债券	2016-07-21	债券基金
519945	长信富安纯债一年定开债券	2015-11-20	债券基金
519947	长信利保	2015-11-16	债券基金
519949	长信利信	2016-11-10	混合式基金
519951	长信利泰	2016-03-23	混合式基金
519957	长信睿进混合	2015-07-06	混合式基金
519959	长信多利	2015-07-01	混合式基金
519961	长信利广混合	2015-06-12	混合式基金
519963	长信利盈混合	2015-06-09	混合式基金
519967	长信利富	2015-05-06	债券基金
519969	长信新利	2015-02-11	混合式基金
519971	长信改革	2014-08-06	混合式基金
519973	长信纯债一年定期开放债	2013-11-29	债券基金
519975	长信中小盘	2015-02-04	股票基金
519977	长信可转债债券	2012-03-30	债券基金
519979	长信内需成长股票	2011-10-20	混合式基金
519981	长信标普	2011-03-30	股票基金
519987	长信恒利优势混合	2009-07-30	混合式基金
519991	长信双利优选混合	2008-06-19	混合式基金
519993	长信增利动态混合	2006-11-09	混合式基金
519995	长信金利趋势混合	2006-04-30	混合式基金
519997	长信银利精选混合	2005-01-17	混合式基金
519999	长信利息收益货币	2004-03-19	货币基金
530001	建信价值	2005-12-01	混合式基金
530003	建信优选成长混合	2006-09-08	混合式基金
530005	建信优化	2007-03-01	混合式基金
530006	建信精选	2008-11-25	混合式基金
530009	建信收益增强债券	2009-06-02	债券基金
530010	建信责任	2010-05-28	联接基金
530011	建信内生	2010-11-16	混合式基金
530012	建信积极配置	2011-01-18	混合式基金
530014	建信双周理财债券	2012-08-28	货币基金
530015	建信深证基本面60ETF联接	2011-09-08	联接基金
530016	建信恒稳	2011-11-22	混合式基金
530017	建信双息红利债券	2011-12-13	债券基金
530018	建信深证100	2012-03-16	股票基金
530019	建信社会责任	2012-08-14	混合式基金
530020	建信转债增强债券	2012-05-29	债券基金
530021	建信纯债债券	2012-11-15	债券基金
530028	建信月盈安信理财	2012-12-20	货币基金
530029	建信双月安心理财	2013-01-29	货币基金
530030	建信周盈安心理财	2013-09-17	货币基金
539001	建信全球	2010-09-14	混合式基金
539002	建信新兴	2011-06-21	混合式基金
539003	建信全球资源	2012-06-26	混合式基金
540001	汇丰2016	2006-05-23	混合式基金
540002	汇丰晋信龙腾混合	2006-09-27	混合式基金
540003	汇丰晋信动态策略混合	2007-04-09	混合式基金
540004	汇丰晋信2026	2008-07-23	混合式基金
540005	汇丰晋信平稳增利债券	2008-12-03	债券基金
540006	汇丰晋信大盘股票	2009-06-24	股票基金
540007	汇丰中小盘	2009-12-11	股票基金
540008	汇丰低碳	2010-06-08	股票基金
540009	汇丰消费	2010-12-08	股票基金
540010	汇丰科技	2011-07-27	股票基金
540011	汇丰晋信货币	2011-11-02	货币基金
550001	信诚四季	2006-04-29	混合式基金
550002	中信保诚精萃成长混合	2006-11-27	混合式基金
550003	信诚蓝筹	2008-06-04	混合式基金
550004	信诚三得益债券	2008-09-27	债券基金
550006	信诚经典优债债券	2009-03-11	债券基金
550008	信诚优胜	2009-08-26	混合式基金
550009	信诚中小盘	2010-02-10	混合式基金
550012	信诚理财7日盈债券	2012-11-26	货币基金
550015	信诚至远	2012-12-12	混合式基金
550018	信诚优质纯债债券	2013-02-07	债券基金
560001	益民货币	2006-07-17	货币基金
560002	益民红利	2006-11-21	混合式基金
560003	益民创新	2007-07-11	混合式基金
560005	益民多利	2008-05-21	债券基金
560006	益民核心	2012-08-16	混合式基金
570001	诺德价值	2007-04-19	混合式基金
570005	诺德成长	2009-09-22	混合式基金
570006	诺德中小盘	2010-06-28	混合式基金
570007	诺德优选	2011-05-05	混合式基金
570008	诺德周期	2012-03-21	混合式基金
571002	诺德灵活	2008-11-05	混合式基金
573003	诺德强债	2009-03-04	债券基金
580001	东吴嘉禾	2005-02-01	混合式基金
580002	东吴动力	2006-12-15	混合式基金
580003	东吴轮动	2008-04-23	混合式基金
580005	东吴进取	2009-05-06	混合式基金
580006	东吴新经济	2009-12-30	混合式基金
580007	东吴安享量化混合	2010-06-29	混合式基金
580008	东吴产业	2011-09-28	混合式基金
580009	东吴多策略	2013-01-30	混合式基金
582001	东吴优信稳健债券	2008-11-05	债券基金
582002	东吴增利债券	2011-07-27	债券基金
582003	东吴配置优化	2012-08-13	混合式基金
583001	东吴货币	2010-05-11	货币基金
585001	东吴中证	2011-02-01	股票基金
590001	中邮核心优选混合	2006-09-28	混合式基金
590002	中邮核心成长混合	2007-08-17	混合式基金
590003	中邮核心优势	2009-10-28	混合式基金
590005	中邮核心主题混合	2010-05-19	混合式基金
590006	中邮中小盘	2011-05-10	混合式基金
590007	中邮上证380	2011-11-22	股票基金
590008	中邮战略新兴产业混合	2012-06-12	混合式基金
590009	中邮稳定收益债券	2012-11-21	债券基金
610001	信达澳银领先增长混合	2007-03-08	混合式基金
610002	澳银精华	2008-07-30	混合式基金
610003	信达澳银稳定价值债券	2009-04-08	债券基金
610004	信达澳银中小盘混合	2009-12-01	混合式基金
610005	信达澳银红利回报混合	2010-07-28	混合式基金
610006	信达澳银产业升级混合	2011-06-13	混合式基金
610007	信达澳银消费优选混合	2012-09-04	混合式基金
610008	信达澳银信用债债券	2013-05-14	债券基金
620001	宝石动力	2007-08-15	混合式基金
620002	金元成长动力	2008-09-03	混合式基金
620003	金元丰利	2009-03-23	债券基金
620004	金元价值	2009-09-11	混合式基金
620005	金元核心	2010-02-11	混合式基金
620006	金元消费	2010-09-15	混合式基金
620008	金元新经济	2012-07-31	混合式基金
620009	金元丰祥	2013-02-05	债券基金
620010	金元顺安金元宝货币	2014-07-31	货币基金
630001	华商领先企业	2007-05-15	混合式基金
630002	华商盛世成长	2008-09-23	混合式基金
630003	华商收益增强债券	2009-01-23	债券基金
630005	华商动态	2009-11-24	混合式基金
630006	华商产业	2010-06-18	混合式基金
630007	华商稳健双利债券	2010-08-09	债券基金
630008	华商策略	2010-11-09	混合式基金
630009	华商稳定增利债券	2011-03-15	债券基金
630010	华商价值	2011-05-31	混合式基金
630011	华商主题	2012-05-31	混合式基金
630012	华商现金增利货币	2012-12-11	货币基金
630015	华商大盘量化	2013-04-09	混合式基金
630016	华商价值共享	2013-03-18	混合式基金
650001	英大纯债基金	2013-04-24	债券基金
660001	农银成长	2008-08-04	混合式基金
660002	农银恒久增利债券	2008-12-23	债券基金
660003	农银双利	2009-04-08	混合式基金
660004	农银价值	2009-09-29	混合式基金
660005	农银中小盘	2010-03-25	混合式基金
660006	农银大盘	2010-09-01	混合式基金
660007	农银货币	2010-11-23	货币基金
660008	农银沪深300指数	2011-04-12	股票基金
660009	农银增强收益债券	2011-07-01	债券基金
660010	农银精选	2011-09-06	混合式基金
660011	农银中证500	2011-11-29	股票基金
660012	农银消费主题混合	2012-04-24	混合式基金
660013	农银信用债	2012-06-19	债券基金
660014	农银深证100	2012-09-04	股票基金
660015	农银行业轮动	2012-11-14	混合式基金
660016	农银7天理财债券	2013-02-05	货币基金
671010	西部利得策略	2011-01-25	混合式基金
673010	西部利得新动向	2011-08-18	混合式基金
673020	西部成长	2015-06-02	混合式基金
673030	西部多策略	2015-07-27	混合式基金
673040	西部利得行业主题优选混合	2016-03-11	混合式基金
673050	西部利得新盈混合	2016-01-22	混合式基金
673060	西部利得景瑞	2016-08-25	混合式基金
673071	西部利得新动力混合	2016-11-17	混合式基金
673081	西部利得祥运混合	2016-12-05	混合式基金
673090	西部利得个股精选股票	2017-01-23	股票基金
673100	西部利得沪深300指数增强A	2017-03-21	股票基金
673110	西部利得新润混合	2017-08-25	混合式基金
673120	西部利得新富混合	2017-06-16	混合式基金
675011	西部利德稳健双利债券	2012-06-26	债券基金
675021	西部利德稳定增利债券	2012-12-25	债券基金
675031	西部利得天添鑫货币	2016-06-23	货币基金
675041	西部利得合享	2016-08-25	债券基金
675051	西部利得合赢债券	2016-09-09	债券基金
675061	西部利得天添富货币	2016-09-28	货币基金
675071	西部利得天添金货币	2016-12-05	货币基金
675081	西部利得祥盈债券	2016-11-17	债券基金
675091	西部利得祥逸债券	2017-03-10	债券基金
675100	西部利得得尊债券	2017-03-01	债券基金
675111	西部利得汇享债券	2017-03-10	债券基金
675121	西部利得汇逸债券	2017-02-04	债券基金
675131	西部利得天添益货币	2017-08-01	货币基金
680001	浙商聚潮	2015-05-04	混合式基金
686868	浙商聚盈信用债债券	2012-09-18	债券基金
688888	浙商产业	2011-05-17	混合式基金
690001	民生蓝筹	2009-03-27	混合式基金
690002	民生加银增强收益债券	2009-07-21	债券基金
690003	民生精选	2010-02-03	混合式基金
690004	民生稳健	2010-06-29	混合式基金
690005	民生内需	2011-01-28	混合式基金
690006	民生加银信用双利债券	2012-04-25	债券基金
690007	民生景气	2011-11-22	混合式基金
690008	民生内地	2012-03-08	股票基金
690009	民生红利	2012-08-09	混合式基金
690011	民生成长	2013-01-31	混合式基金
690012	民生加银家盈理财7天	2013-02-06	货币基金
700001	平安先锋	2011-09-20	混合式基金
700002	平安深证300	2011-12-20	股票基金
700003	平安策略	2012-05-29	混合式基金
700004	平安灵活配置混合	2012-09-11	混合式基金
700005	平安添利债券	2012-11-27	债券基金
710001	安达优势	2011-09-21	混合式基金
710002	安达策略	2012-04-25	混合式基金
710301	富安达增强收益债券	2012-07-25	债券基金
710501	富安达现金通货币	2013-01-29	货币基金
720001	财通价值	2011-12-01	混合式基金
730001	方正富邦创新动力混合	2011-12-26	混合式基金
730002	方正富邦红利精选混合	2012-11-20	混合式基金
730003	方正富邦货币	2012-12-26	货币基金
740001	长安宏观	2012-03-09	混合式基金
740101	长安300非周期	2012-06-25	股票基金
740601	长安货币	2013-01-25	货币基金
750001	安信策略	2012-06-20	混合式基金
750002	安信目标收益债券	2012-09-25	债券基金
750006	安信现金管理货币	2013-02-05	货币基金
762001	国金国鑫发起	2012-08-28	混合式基金
770001	德邦优化	2012-09-25	混合式基金
968006	行健宏扬	2014-05-30	股票基金
968013	施罗德亚洲高息股债	2017-07-28	混合式基金
000092	新双盈A	2013-05-09	债券基金
000292	丰信A	2013-10-22	债券基金
000317	惠利A	2013-11-21	债券基金
000341	嘉实新兴市场C2	2013-11-26	债券基金
000357	景祥A	2013-11-19	债券基金
000383	富国恒利A	2013-12-09	债券基金
000429	聚盈A	2013-11-14	债券基金
000454	国金鑫利A	2014-01-21	债券基金
000501	华富恒富C	2014-03-19	债券基金
000623	华富恒财债券A	2014-05-07	债券基金
000675	惠祥A	2014-08-29	债券基金
000769	久盈A	2014-10-28	债券基金
000775	天弘瑞利A	2015-01-20	债券基金
000814	鑫元合享纯债C	2014-10-15	债券基金
001746	易方达瑞富混合E	2017-05-12	混合式基金
001981	富国收益宝交易型货币A	2015-11-24	货币基金
002463	创金合信价值红利混合	2018-04-23	混合式基金
002534	华安稳固A	2016-03-22	债券基金
002950	华安丰利18个月定开债	2018-02-09	债券基金
003034	平安日鑫A	2016-09-23	货币基金
003506	德邦现金宝A	2016-11-28	货币基金
004126	浦银增利A	2017-01-23	债券基金
004841	博时合惠货币A	2017-06-26	货币基金
004372	金鹰增益货币A	2017-03-20	货币基金
004439	新华安享惠钰定期开放债券	2018-02-02	债券基金
004491	海富通欣悦混合A	2017-07-13	混合式基金
004513	海富通富睿混合A	2017-05-10	混合式基金
004547	华夏稳定双利债券A	2017-04-14	债券基金
004612	银河鑫月享6个月定期开放混合	2018-03-28	混合式基金
004668	建信鑫泽回报灵活配置混合	2018-02-07	混合式基金
004678	国泰安惠收益定期开放债券	2018-02-02	债券基金
004687	添富熙和混合	2018-02-11	混合式基金
004738	上投摩根安隆回报混合	2018-02-08	混合式基金
004760	国寿安保稳瑞混合	2018-02-07	混合式基金
004778	上投摩根安腾回报混合	2018-02-27	混合式基金
004788	富荣沪深300指数增强	2018-02-11	股票基金
004790	富荣中证500指数增强	2018-02-13	股票基金
004792	富荣富乾债券	2018-02-07	债券基金
004794	富荣福鑫混合	2018-02-13	混合式基金
004814	中欧红利优享灵活配置混合	2018-04-19	混合式基金
004831	添富鑫泽定开债	2018-03-08	债券基金
004836	中融鑫价值混合	2018-03-09	混合式基金
004926	中航军民融合精选	2018-02-09	混合式基金
004942	格林伯元灵活配置	2018-02-06	混合式基金
004956	中银证券安誉债券	2018-03-29	债券基金
005068	长信富海A	2017-08-16	债券基金
005069	长信富民纯债A	2017-08-16	债券基金
005081	海富通量化多因子混合A	2018-04-23	混合式基金
005090	嘉合睿金混合	2018-03-21	混合式基金
005104	富荣福康混合	2018-02-11	混合式基金
005138	前海开源润鑫混合	2018-03-27	混合式基金
005164	富荣福锦混合	2018-03-16	混合式基金
005173	富荣富安债券	2018-04-03	债券基金
005189	海富通量化前锋股票A	2018-02-08	股票基金
005223	广发中证基建工程指数	2018-02-01	股票基金
005288	海富通创业板增强A	2018-04-08	股票基金
005299	万家成长优选混合	2018-02-01	混合式基金
005311	万家家乐债券	2018-02-07	混合式基金
005317	万家瑞舜灵活配置混合	2018-02-02	混合式基金
005329	添富民安增益定开混合	2018-02-13	混合式基金
005355	中金金序量化成长	2018-02-08	混合式基金
005358	东方阿尔法精选混合	2018-02-08	混合式基金
005371	中加心悦混合	2018-03-08	混合式基金
005381	泰康睿利量化多策略混合	2018-02-06	混合式基金
005386	银河睿达混合	2018-02-06	混合式基金
005390	工银创业板ETF联接	2018-03-21	联接基金
005400	万家潜力价值混合	2018-02-13	混合式基金
005405	中金金序量化蓝筹	2018-02-06	混合式基金
005416	鹏华尊惠定期开放混合	2018-03-21	混合式基金
005429	渤海汇金睿选混合	2018-02-11	混合式基金
005451	鹏扬双利债券	2018-02-13	债券基金
005459	银河嘉谊混合	2018-02-06	混合式基金
005467	华泰紫金智盈债券	2018-03-15	债券基金
005477	长安鑫禧混合	2018-02-07	混合式基金
005505	前海开源丰鑫混合	2018-03-21	混合式基金
005517	富国新趋势灵活配置混合	2018-03-12	混合式基金
005537	中航新起航	2018-04-23	混合式基金
005541	前海开源盛鑫混合	2018-04-04	混合式基金
005550	汇安成长优选混合	2018-02-13	混合式基金
005552	国富新趋势混合	2018-02-08	混合式基金
005554	南方恒生中国企业ETF联接	2018-02-12	联接基金
005557	广发海外多元配置(QDII)	2018-02-08	联接基金
005563	创金合信国证1000指数	2018-02-07	股票基金
005565	创金合信国证2000指数	2018-02-07	股票基金
005567	创金合信MSCI中国A股国际指数	2018-02-07	股票基金
005581	华夏3-5年中高级可质押信用债ETF联接	2018-05-03	联接基金
005620	中欧品质消费股票	2018-02-11	股票基金
005642	鹏扬景升混合	2018-04-03	混合式基金
005664	鹏扬景欣混合	2018-05-10	混合式基金
050106	博时稳定A	2007-09-06	债券基金
121007	瑞福优先	2007-07-17	股票基金
150006	同庆A	2009-05-12	股票基金
150008	瑞和小康	2009-10-14	股票基金
150011	国泰进取	2010-02-10	股票基金
150012	中证100A	2010-04-16	股票基金
150016	合润A	2010-04-22	混合式基金
150018	银华稳进	2010-05-07	股票基金
150020	汇利A	2010-09-09	债券基金
150022	深成指A	2010-10-22	股票基金
150025	景丰A	2010-10-15	债券基金
150028	中证500A	2011-02-11	股票基金
150030	中证90A	2011-03-17	股票基金
150033	多利进取	2011-03-23	债券基金
150034	聚利A	2011-05-13	债券基金
150036	建信稳健	2011-05-06	股票基金
161909	万家利A	2011-06-02	债券基金
150039	鼎利A	2011-06-16	债券基金
161016	天盈A	2011-05-23	债券基金
163004	利鑫A	2011-06-24	债券基金
160514	稳健债C	2011-06-10	债券基金
150047	消费A	2011-09-28	混合式基金
150049	消费收益	2012-03-13	股票基金
150051	沪深300A	2012-02-01	股票基金
150053	泰达500A	2011-12-01	股票基金
150055	500A	2012-01-31	股票基金
150057	中小300A	2012-01-30	股票基金
150059	资源A级	2011-12-08	股票基金
150064	同瑞A	2011-12-06	股票基金
150066	互利A	2011-12-29	债券基金
150073	诺安稳健	2012-03-29	股票基金
150076	浙商稳健	2012-05-07	股票基金
161506	通利债C	2012-04-25	债券基金
150083	深证100A	2012-05-07	股票基金
150085	中小板A	2012-05-08	股票基金
150088	金鹰500A	2012-06-05	股票基金
150090	成长A	2012-08-02	股票基金
150092	诺德300A	2012-09-10	股票基金
150094	泰信400A	2012-09-07	股票基金
150096	商品A	2012-06-28	股票基金
150100	资源A	2012-09-27	股票基金
163006	利众A	2013-02-04	债券基金
150104	HS300A	2012-06-25	股票基金
150106	中小A	2012-09-20	股票基金
150108	同辉100A	2012-09-13	股票基金
150110	华商500A	2012-09-06	股票基金
150112	深100A	2012-10-25	股票基金
160811	同丰A	2012-12-27	债券基金
150117	房地产A	2013-02-06	股票基金
166017	纯债A	2013-01-31	债券基金
165808	鼎利优先	2013-04-25	债券基金
150121	银河优先	2013-03-29	股票基金
150123	建信50A	2013-03-28	股票基金
164813	工银增A	2013-03-06	债券基金
160623	丰利债A	2013-04-23	债券基金
150130	医药A	2013-08-29	股票基金
150135	国富100A	2015-03-26	股票基金
150138	中证800A	2013-11-05	股票基金
150140	国金300A	2013-07-26	股票基金
164704	互利债A	2013-11-06	债券基金
150143	转债A级	2013-08-15	债券基金
150145	高贝塔A	2013-08-01	股票基金
150148	医药800A	2013-08-16	股票基金
150150	有色800A	2013-08-30	股票基金
150152	创业板A	2013-09-12	股票基金
163910	中海惠丰A	2013-09-12	债券基金
163826	中银互A	2013-09-24	债券基金
150157	金融A	2013-12-20	股票基金
166022	中欧添A	2013-11-28	债券基金
164303	惠鑫A	2014-01-24	债券基金
161828	永益A	2014-05-22	债券基金
150164	可转债A	2014-05-09	债券基金
150167	银华300A	2014-01-07	股票基金
150169	恒生A	2014-03-06	股票基金
150171	证券A	2014-03-13	股票基金
150173	TMT中证A	2014-11-28	股票基金
150175	恒中企A	2014-04-09	股票基金
150177	证保A	2014-05-05	股票基金
150179	信息A	2014-05-05	股票基金
150181	军工A	2014-04-04	股票基金
150184	环保A	2014-05-30	股票基金
150186	军工A级	2014-07-24	股票基金
150188	转债优先	2014-07-31	债券基金
150190	NCF环保A	2014-09-11	股票基金
150192	地产A	2014-09-12	股票基金
150194	互联网A	2014-09-02	股票基金
150196	有色A	2015-03-30	股票基金
150198	食品A	2014-10-23	股票基金
150200	券商A	2014-11-13	股票基金
150203	传媒A	2014-12-11	股票基金
150205	国防A	2014-11-13	股票基金
150207	地产A端	2014-11-27	股票基金
150209	国企改A	2014-12-17	股票基金
150211	新能车A	2015-03-30	股票基金
150213	成长A级	2015-03-17	股票基金
150215	TMTA	2015-03-26	股票基金
150217	新能源A	2015-03-26	股票基金
150219	健康A	2015-04-16	股票基金
150221	中航军A	2015-03-30	股票基金
150223	证券A级	2015-03-27	股票基金
150225	证保A级	2015-05-19	股票基金
150227	银行A	2015-04-17	股票基金
150229	酒A	2015-04-29	股票基金
150231	电子A	2015-05-14	股票基金
150233	传媒业A	2015-05-29	股票基金
150235	券商A级	2015-05-06	股票基金
150237	环保A级	2015-06-16	股票基金
150239	医药A级	2015-08-17	股票基金
150241	银行A级	2015-04-30	股票基金
150243	创业A	2015-06-09	股票基金
150245	互联A	2015-06-16	股票基金
150247	传媒A级	2015-05-21	股票基金
150249	银行A端	2015-05-20	股票基金
150251	煤炭A	2015-05-20	股票基金
150253	大农业A	2015-06-04	股票基金
150255	银行业A	2015-06-03	股票基金
150257	生物A	2015-06-03	股票基金
150259	重组A	2015-06-03	股票基金
150261	医疗A	2015-05-21	股票基金
